name,price,volume24h,volume7d,volume30d,lastUpdated,marketCapByTotalSupply
ZKUP,0.007113823,2877.370923,18816.30802,83577.93179,2023-04-26T16:28:00.000Z,71138.23482
Optical Bitcoin,0.081820441,2872.064442,19407.01368,91247.45059,2023-04-26T16:28:00.000Z,299700.092
Old Bitcoin,0.005091899,2871.027074,20852.3174,80162.53005,2023-04-26T16:28:00.000Z,106929.8871
CrowdSwap,0.050652279,2868.60909,19070.96244,86509.12706,2023-04-26T16:28:00.000Z,47055967.19
Libero Financial,3.97E-06,2865.889602,20419.80341,82806.51262,2023-04-26T16:28:00.000Z,40110.19063
Ceres,28.31243961,2863.119634,19652.86541,93470.74062,2023-04-26T16:28:00.000Z,673977.625
Cannaland Token,0.241752838,2859.916456,19555.83533,77249.66642,2023-04-26T16:28:00.000Z,145051702.7
Free Trump Dao,5.81E-08,2859.342755,19987.05152,85345.70991,2023-04-26T16:28:00.000Z,26155.63155
Shaman King Inu,5.97E-12,2855.912518,20697.39049,86010.94796,2023-04-26T16:28:00.000Z,298478.8733
Dpad Finance,0.003309687,2848.140395,19615.00235,89740.94773,2023-04-26T16:28:00.000Z,297871.8175
Pomerium,0.001523834,2829.831055,17975.45997,81335.83484,2023-04-26T16:28:00.000Z,15238336.97
GemSwap,0.087178449,2828.812823,20724.5012,85957.58559,2023-04-26T16:28:00.000Z,0
SMPCOIN,0.017801722,2814.738435,21542.63013,91287.62374,2023-04-26T16:28:00.000Z,35603444.1
Phenix Finance (NEW),5.92E-05,2808.557765,21016.31879,92662.80676,2023-04-26T16:28:00.000Z,18715.25644
Dotlab,0.196582598,2804.481072,21130.53008,80620.31984,2023-04-26T16:28:00.000Z,196582.5983
Decentrawood,0.013101542,2802.921388,21156.38845,80849.96625,2023-04-26T16:28:00.000Z,26203084.52
Shiba Floki Inu,1.63E-10,2800.378756,21204.79469,76796.96646,2023-04-26T16:28:00.000Z,163392.8307
Ally Direct Token,0.001295419,2798.292138,18690.7194,75644.91128,2023-04-26T16:28:00.000Z,1554502.438
Comdex,0.052001171,2785.908701,18506.25796,91477.88479,2023-04-26T16:28:00.000Z,7863629.032
Age of Tanks,0.000757929,2773.197677,17809.56085,88816.03978,2023-04-26T16:28:00.000Z,227378.8191
ZK inu,3.46E-06,2771.787141,17493.66542,83575.52709,2023-04-26T16:28:00.000Z,345772.0941
BLOKPAD,0.001638197,2769.124118,18936.86493,89101.34536,2023-04-26T16:28:00.000Z,12286481.04
Bitci Racing Token,3.91E-05,2758.496846,18309.19691,80314.09158,2023-04-26T16:28:00.000Z,583532.2015
Talent Token,0.000191456,2754.165542,21028.56511,84585.87568,2023-04-26T16:28:00.000Z,574368.891
Akoin,0.007827196,2753.196057,19627.92583,79109.81826,2023-04-26T16:28:00.000Z,3522238.263
LOGOS,0.060005805,2748.567376,18738.72264,75218.43644,2023-04-26T16:28:00.000Z,12001160.93
MilkshakeSwap,0.050685787,2747.679381,18173.63685,77204.87332,2023-04-26T16:28:00.000Z,61257.6553
CoinsPaid,0.017476708,2743.380197,17533.52536,85458.46614,2023-04-26T16:28:00.000Z,13981366.49
Tracer,0.153812424,2742.923648,18017.0294,80704.21969,2023-04-26T16:28:00.000Z,0
Dystopia,0.000702162,2737.080594,18116.24137,77840.99772,2023-04-26T16:28:00.000Z,0
Massive Protocol,2.249817636,2730.23731,20911.60433,89168.04757,2023-04-26T16:28:00.000Z,6749452908
ArbiNYAN,0.004282541,2728.812272,19374.94619,83950.76002,2023-04-26T16:28:00.000Z,428254.1321
AIon Mars,0.001572017,2728.693101,18841.89381,82245.4554,2023-04-26T16:28:00.000Z,42444.45705
zkShib,0.000354357,2727.59598,20778.28105,89155.76362,2023-04-26T16:28:00.000Z,0
YuzuSwap,0.004571212,2726.010864,18253.3452,87738.58144,2023-04-26T16:28:00.000Z,0
Froyo Games,0.002924896,2707.569073,17927.44449,87009.4633,2023-04-26T16:28:00.000Z,2924895.635
Solpad Finance,0.00013586,2683.924389,20110.49217,79231.02593,2023-04-26T16:28:00.000Z,26644.67064
OragonX,3.45E-10,2672.283858,18316.32315,83794.62029,2023-04-26T16:28:00.000Z,344709.2412
Moola Celo EUR,1.101599865,2672.26462,18829.96067,73361.8224,2023-04-26T16:28:00.000Z,9116919.321
AgriNode,0.000882919,2646.270926,18195.39089,75443.55928,2023-04-26T16:28:00.000Z,3257969.851
ftm.guru,1575.988292,2643.950061,19836.59372,83431.34431,2023-04-26T16:28:00.000Z,2107096.347
Aavegotchi KEK,0.017523273,2642.873107,20050.93646,80530.7618,2023-04-26T16:28:00.000Z,35046546.59
ShibLa,7.10E-10,2633.160323,18013.13509,78668.35066,2023-04-26T16:28:00.000Z,710289.6038
MusicAI,0.000118449,2631.989367,17902.9723,75443.0877,2023-04-26T16:28:00.000Z,59224.40933
OpenAI ERC,0.008100107,2622.772333,17284.12208,71977.31546,2023-04-26T16:28:00.000Z,810010.6945
AnetaBTC,0.013779266,2622.321225,17061.83568,84743.0475,2023-04-26T16:28:00.000Z,13779265.72
XDoge Network,1.68E-06,2615.627341,18699.9843,81686.01089,2023-04-26T16:28:00.000Z,335226.1099
Mars Ecosystem Token,0.001150368,2614.403571,19258.36028,86181.57286,2023-04-26T16:28:00.000Z,1093999.695
EQ9,6.19E-05,2606.334361,19620.72026,82770.93463,2023-04-26T16:28:00.000Z,111481.7451
CoinField Coin,0.2478741,2605.964767,17579.0926,80247.36487,2023-04-26T16:28:00.000Z,247874099.8
BlockVerse,0.016990665,2604.514573,18973.23784,76752.52738,2023-04-26T16:28:00.000Z,1699066.456
VicMove,0.007228716,2593.453418,18416.74474,75622.81435,2023-04-26T16:28:00.000Z,328183.5917
VICUNA,0.043594217,2585.757207,19520.85829,76865.84122,2023-04-26T16:28:00.000Z,9808698.844
X7DAO,0.014526403,2585.463844,19803.33371,79655.92753,2023-04-26T16:28:00.000Z,1452640.313
Stone,6.70E-09,2583.554543,17180.39943,80753.79903,2023-04-26T16:28:00.000Z,1339622.187
Communis,8.52E-12,2582.184791,17558.89678,74889.46257,2023-04-26T16:28:00.000Z,194616.4234
Musk Gold,0.010042732,2574.605166,19264.02741,76613.31444,2023-04-26T16:28:00.000Z,6933702.904
basis.markets,0.003895453,2574.128801,18927.93031,73333.81241,2023-04-26T16:28:00.000Z,3895453.355
El Dorado Exchange,0.471977958,2572.740137,18330.79676,77316.36171,2023-04-26T16:28:00.000Z,6108365.959
Türkiye Motosiklet Federasyonu Fan Token,0.003328079,2570.670807,17109.88994,72608.9842,2023-04-26T16:28:00.000Z,327314.0886
Karma DAO,0.06882268,2562.466738,18218.81406,71867.78165,2023-04-26T16:28:00.000Z,0
OpenbetAI,0.054056772,2550.753073,16360.75934,76555.53269,2023-04-26T16:28:00.000Z,535162.0422
Bone,0.016701616,2550.03744,19207.53477,83199.4296,2023-04-26T16:28:00.000Z,167016.1563
Genius,1.99E-05,2548.424845,18376.18685,78942.35191,2023-04-26T16:28:00.000Z,2552781.977
Alt Markets,0.001035281,2546.219951,16291.87946,69994.68772,2023-04-26T16:28:00.000Z,10352.80767
Artificial Intelligence Technology Network,0.016214101,2541.145107,18682.47778,80083.31622,2023-04-26T16:28:00.000Z,32428202.8
ChillPill,1.98E-10,2535.412531,18724.01137,76809.66054,2023-04-26T16:28:00.000Z,198470.2615
Day Of Defeat 2.0,1.08E-07,2522.054302,19247.4368,75211.37249,2023-04-26T16:28:00.000Z,3723892.096
Winter,0.005192812,2507.367894,17654.75202,79864.89119,2023-04-26T16:28:00.000Z,29270.40313
Graphene,0.004945091,2505.865913,19130.32923,80227.0712,2023-04-26T16:28:00.000Z,554322.0884
Gold Cash,0.340032873,2505.259425,17982.33535,75548.40888,2023-04-26T16:28:00.000Z,0
VKENAF,0.007195746,2502.378349,15913.03552,74055.06145,2023-04-26T16:28:00.000Z,0
BinaryDAO,2.794018885,2497.20662,18763.27572,79836.0889,2023-04-26T16:28:00.000Z,0
Governance ALGO,0.184621306,2482.811835,15751.88339,69787.16622,2023-04-26T16:28:00.000Z,0
Orbit Bridge Klaytn Handy,0.001163043,2479.055447,18937.05691,81126.03997,2023-04-26T16:28:00.000Z,0
Topshelf Finance,0.000245727,2473.180902,17284.95162,73168.71599,2023-04-26T16:28:00.000Z,245726.6124
Icel Idman Yurdu Token,0.137452403,2470.207401,17921.61243,67389.22548,2023-04-26T16:28:00.000Z,0.151197643
Kei Finance,0.059886962,2470.123342,16628.70483,75406.82818,2023-04-26T16:28:00.000Z,444685.3063
Bogged,0.05307296,2470.115241,15916.69252,76045.90102,2023-04-26T16:28:00.000Z,0
Boba Brewery,0.00134801,2469.051699,18640.86415,77092.57853,2023-04-26T16:28:00.000Z,0
UCX,0.101094237,2457.348612,15927.8366,67615.98258,2023-04-26T16:28:00.000Z,101094236.8
ArbiPay,6.76E-05,2443.327352,17973.79642,68390.99636,2023-04-26T16:28:00.000Z,0
DAVOS,1.00738796,2441.820704,15634.23381,72038.5978,2023-04-26T16:28:00.000Z,0
Archive AI,0.017435365,2441.413633,17622.36378,71428.18774,2023-04-26T16:28:00.000Z,17435.36549
Travel Care,0.001372493,2440.909126,17717.75672,75479.96644,2023-04-26T16:28:00.000Z,286833.9097
Propland,0.297921198,2425.21253,16136.18367,67405.43526,2023-04-26T16:28:00.000Z,297921.1982
Blossom,0.144771508,2423.369949,16490.41364,75684.48477,2023-04-26T16:28:00.000Z,144771.5083
Phonon DAO,0.000540938,2422.504543,16016.85427,76764.03224,2023-04-26T16:28:00.000Z,5409378.54
Bullet App,0.000440151,2421.642453,15951.32981,65896.04091,2023-04-26T16:28:00.000Z,440150.9129
WigoSwap,0.00537898,2413.447049,15448.07208,77442.4546,2023-04-26T16:28:00.000Z,6574664.886
MBD Financials,1.00E-05,2404.099846,16696.65136,73940.37253,2023-04-26T16:28:00.000Z,401638.8525
Hongkong,0.023229545,2397.771885,15833.73411,66691.83184,2023-04-26T16:28:00.000Z,23229544.85
xPERPS,0.001971416,2392.516763,18271.15723,64936.76533,2023-04-26T16:28:00.000Z,197141.6165
Digihealth,0.009770945,2392.203357,16395.74903,77682.43586,2023-04-26T16:28:00.000Z,977094.5192
MetaReset,0.000787444,2387.349931,15264.91079,77884.79138,2023-04-26T16:28:00.000Z,787444.2826
Take Flight Alpha DAO,0.806760152,2383.529996,17849.20892,74844.52467,2023-04-26T16:28:00.000Z,80676.0152
Tradix,0.009804575,2381.985474,15701.98749,77634.38537,2023-04-26T16:28:00.000Z,980457.5041
Tax Haven Inu,1.52E-19,2371.15339,17849.04593,66227.57505,2023-04-26T16:28:00.000Z,0
Based Finance,0.051005053,2370.682351,18109.61637,69625.27725,2023-04-26T16:28:00.000Z,1708.669283
Monstock,0.000514435,2370.223224,17897.81337,74046.1791,2023-04-26T16:28:00.000Z,5117851.861
Tokenize Xchange,6.707229506,2365.04235,15265.93194,68739.86326,2023-04-26T16:28:00.000Z,670722950.6
Favor,0.05540536,2348.37778,16876.39417,71918.31401,2023-04-26T16:28:00.000Z,4650109.733
Summer,0.005909552,2346.027593,16012.58215,74626.34989,2023-04-26T16:28:00.000Z,44221.17507
VaporNodes,0.002152092,2346.000493,16718.54215,72455.89611,2023-04-26T16:28:00.000Z,0
NEO,1.32E-07,2341.854111,16822.63084,64942.80635,2023-04-26T16:28:00.000Z,132245.572
SiriNatural Language Generation,0.003058919,2338.473859,15362.65758,74625.68264,2023-04-26T16:28:00.000Z,30589.1863
FIT Token,0.005106868,2337.446928,17962.11394,70115.80066,2023-04-26T16:28:00.000Z,0
CorgiCoin,3.60E-05,2327.330474,15358.32345,74793.28138,2023-04-26T16:28:00.000Z,0
Steam Exchange,6.39E-05,2320.590833,16730.48029,66691.15543,2023-04-26T16:28:00.000Z,5803887.796
Value Finance,0.000277692,2314.204608,17175.76771,72562.25681,2023-04-26T16:28:00.000Z,111076.9635
GreenWorld,0.010583914,2304.31756,14865.07873,71597.64889,2023-04-26T16:28:00.000Z,5291956.906
Catvills Coin,5.07E-10,2295.069411,15034.75198,63190.59252,2023-04-26T16:28:00.000Z,506596.428
Vanity,6.03E-05,2294.398108,17484.4628,65273.90463,2023-04-26T16:28:00.000Z,603027.1788
Astro Cash,0.166456904,2279.820112,17002.89739,71907.28646,2023-04-26T16:28:00.000Z,8322845.207
MeetPle,0.001777914,2271.322144,16510.31634,71669.85169,2023-04-26T16:28:00.000Z,0
Odasea,3.75E-05,2268.665907,14621.92302,73778.41341,2023-04-26T16:28:00.000Z,375240.3769
Fuse Dollar,0.999750137,2266.199962,17076.74976,71860.11243,2023-04-26T16:28:00.000Z,0
Elon GOAT,0.00014474,2263.020318,16264.4705,65538.64022,2023-04-26T16:28:00.000Z,1302662.662
SOLBIT,0.000990096,2258.469003,14671.60828,74459.3634,2023-04-26T16:28:00.000Z,1980191.554
Side.xyz,0.001041717,2253.960871,16634.18015,73152.24938,2023-04-26T16:28:00.000Z,6041961.211
Proton Protocol,0.0161494,2242.719885,16671.75997,66793.56193,2023-04-26T16:28:00.000Z,80746.99942
Humanoid AI,0.00199934,2241.945068,16060.85593,72464.37007,2023-04-26T16:28:00.000Z,199934.0291
Berylbit Layer-3 Network,0.000309888,2229.726278,15507.85014,67099.17951,2023-04-26T16:28:00.000Z,87766.09822
CoinScan,0.003996727,2220.825206,14943.02821,64383.95523,2023-04-26T16:28:00.000Z,3996727.297
Bankless BED Index,64.70074337,2218.811911,15607.57333,64885.27436,2023-04-26T16:28:00.000Z,1965737.985
Wirtual,0.013105024,2214.845057,15163.33441,67169.02381,2023-04-26T16:28:00.000Z,13105023.81
DexWallet,0.000202288,2207.783042,16737.31303,72143.45094,2023-04-26T16:28:00.000Z,101143.8632
Klever Finance,3.000595128,2202.364459,15110.15188,61111.20996,2023-04-26T16:28:00.000Z,26647626423
Sakaryaspor Token,0.222394899,2200.881935,15538.81243,72248.31107,2023-04-26T16:28:00.000Z,131476.5281
UwU Lend,18.50492911,2200.290145,16670.36989,63386.11825,2023-04-26T16:28:00.000Z,0
BR34P,37.70134174,2193.38032,14155.65043,66910.60032,2023-04-26T16:28:00.000Z,3583248.623
Internet Money,6.17E-08,2190.412199,16208.34244,70480.4879,2023-04-26T16:28:00.000Z,607607.052
Salmonation,0.012562494,2190.01373,16239.62074,67794.62304,2023-04-26T16:28:00.000Z,628124.686
Lifinity,0.243060734,2187.52186,13969.93598,59916.03525,2023-04-26T16:28:00.000Z,24306073.36
Palantir Tokenized Stock Defichain,3.935444732,2185.044185,15353.26014,63780.8208,2023-04-26T16:28:00.000Z,0
DragonKing,2.05E-07,2182.149463,14644.60401,67769.27641,2023-04-26T16:28:00.000Z,10265967.19
BUSDX,0.000335015,2180.961142,14059.80172,66675.69588,2023-04-26T16:28:00.000Z,0
Social AI,0.000565341,2179.349882,14532.81805,60829.75863,2023-04-26T16:28:00.000Z,56534.14903
Yieldly,0.000100242,2178.323279,14713.29235,60688.38387,2023-04-26T16:28:00.000Z,1002418.699
Trade Tech AI,0.002677355,2145.584107,13981.24889,65261.98547,2023-04-26T16:28:00.000Z,267735.5493
AK12,0.039086636,2139.270603,15508.20138,58000.19752,2023-04-26T16:28:00.000Z,0
Amazy Move Token,0.009675627,2133.421533,15747.16356,63109.54243,2023-04-26T16:28:00.000Z,0
USD mars,0.666778371,2129.376084,15350.1068,64728.78204,2023-04-26T16:28:00.000Z,0
OBRok Token,7.25E-10,2125.958494,15284.24152,58493.69856,2023-04-26T16:28:00.000Z,72507.01396
Demeter,0.089460196,2125.657561,15435.67147,59703.33489,2023-04-26T16:28:00.000Z,13440.2092
Darüşşafaka Spor Kulübü Token,0.175547825,2124.407669,16340.67712,69815.54108,2023-04-26T16:28:00.000Z,807519.9952
TeleTreon,2.62E-06,2122.828776,13489.88205,63937.164,2023-04-26T16:28:00.000Z,262328.3625
Offshift anonUSD,1.01478216,2116.66813,13987.092,66672.28905,2023-04-26T16:28:00.000Z,0
Dogens,0.276748459,2107.422353,13874.35774,61626.93289,2023-04-26T16:28:00.000Z,184590.9451
MirArc Chain,0.060175821,2106.626409,15498.2782,65959.81609,2023-04-26T16:28:00.000Z,60177.02462
Seba,0.001039101,2102.252856,15944.77455,61416.93496,2023-04-26T16:28:00.000Z,259775.1293
ALBEDO,3.08E-05,2101.964204,15463.9899,66527.52034,2023-04-26T16:28:00.000Z,3078521.976
Doge Digger,2.64E-11,2096.672369,14137.95351,57427.41079,2023-04-26T16:28:00.000Z,26402.55405
Secret,0.006662637,2095.45556,13347.58472,66168.70272,2023-04-26T16:28:00.000Z,0
AMDG Token,0.057005514,2094.133715,14554.10743,67186.51809,2023-04-26T16:28:00.000Z,13838088.63
Netflix Tokenized Stock Defichain,151.0497864,2093.200611,16106.68144,66933.74029,2023-04-26T16:28:00.000Z,0
LakeViewMeta,0.00030619,2081.260963,14441.86582,57859.99925,2023-04-26T16:28:00.000Z,306189.5956
MetaQ,0.515049823,2075.491103,15569.50058,65481.04222,2023-04-26T16:28:00.000Z,515049823.3
Draken,0.000731071,2075.314672,14535.62281,64381.58156,2023-04-26T16:28:00.000Z,0
GameStation,0.007559576,2066.951507,15263.93176,63324.93388,2023-04-26T16:28:00.000Z,755957.6481
Boring Protocol,0.002507512,2066.737169,12954.37879,62604.75517,2023-04-26T16:28:00.000Z,626877.9783
ADO Protocol,0.005840584,2058.705333,13085.97415,67399.38207,2023-04-26T16:28:00.000Z,2289411.609
Crogecoin,0.000861027,2054.748025,15027.25967,70375.48373,2023-04-26T16:28:00.000Z,861026.944
HolyGrails.io,0.026238017,2042.015002,13433.77444,64871.79532,2023-04-26T16:28:00.000Z,2623801.671
Stride Staked Juno,0.897978944,2037.489645,13937.76111,62135.62834,2023-04-26T16:28:00.000Z,0
Poodl Exchange Token,0.033867837,2033.538803,15440.75583,62342.47136,2023-04-26T16:28:00.000Z,3386783.674
Spring,0.006573116,2026.683122,13017.95803,64477.76428,2023-04-26T16:28:00.000Z,57642.49248
LINKS Token,0.01071965,2024.283771,14966.41438,66187.36937,2023-04-26T16:28:00.000Z,2252178.582
BitcoinBR,1.73E-16,2015.045663,14292.72953,61053.00208,2023-04-26T16:28:00.000Z,363.9701562
Liquid Staked ETH Index,1977.357872,2013.745974,14109.26179,56347.36917,2023-04-26T16:28:00.000Z,320331.9752
Freedom. Jobs. Business.,0.000222561,2013.460713,12733.58136,51170.528,2023-04-26T16:28:00.000Z,0
Grim EVO,0.08274332,2011.880657,15177.14456,60043.63787,2023-04-26T16:28:00.000Z,0
kiwi,0.011382561,2010.457954,13050.82748,60558.99181,2023-04-26T16:28:00.000Z,56912.803
JOJO,3.06E-05,2003.665163,13776.91948,64026.43384,2023-04-26T16:28:00.000Z,0
POTENT,0.001245557,2003.257306,15041.78427,62795.03716,2023-04-26T16:28:00.000Z,0
Alluo,0.03854675,2002.472893,15239.64092,59603.24526,2023-04-26T16:28:00.000Z,7709349.972
DEFY,0.005124224,1992.485938,13210.97135,61928.27057,2023-04-26T16:28:00.000Z,12810558.97
Phoenix chain,6.45E-05,1985.661993,14665.19287,54541.39363,2023-04-26T16:28:00.000Z,0
Mintpad,0.00010818,1983.465255,14301.32485,63510.03594,2023-04-26T16:28:00.000Z,108179.5406
Consensus Cell Network,0.001800174,1983.079296,14248.23866,63694.0813,2023-04-26T16:28:00.000Z,0
Mover,0.36698896,1982.127742,15245.78264,53817.72408,2023-04-26T16:28:00.000Z,3116272.812
The Youth Pay,1.90E-05,1980.986351,13110.9418,62094.88907,2023-04-26T16:28:00.000Z,95009.19071
AI Trader,0.001512609,1977.78148,14316.48744,58460.75311,2023-04-26T16:28:00.000Z,317647886.5
1peco,0.220693572,1976.628719,14280.96647,62478.61207,2023-04-26T16:28:00.000Z,2206935721
ShibWallet,0.030176082,1976.39177,14032.18273,56251.90757,2023-04-26T16:28:00.000Z,301760.8241
Layer2DAO,0.001263991,1974.96157,12870.6459,63661.46634,2023-04-26T16:28:00.000Z,1263991.45
ExtractoDAO Bull,0.022663769,1964.386658,13914.14967,57006.92114,2023-04-26T16:28:00.000Z,22663768.55
UpStableToken,0.017809853,1963.235954,12461.31046,57612.97323,2023-04-26T16:28:00.000Z,0
OXM Protocol,7.48E-13,1959.728394,13618.78529,55455.09715,2023-04-26T16:28:00.000Z,7.48E-06
OOGI,1.18E-06,1955.818116,13167.08442,63218.20964,2023-04-26T16:28:00.000Z,21722.54901
Janus Network,0.124112006,1947.234765,12887.78529,57921.52504,2023-04-26T16:28:00.000Z,980484.8472
MICROCOSM,1.777203748,1938.6113,12890.01442,61784.55531,2023-04-26T16:28:00.000Z,0
Zkcult,0.002532232,1926.62281,14456.01869,60455.26729,2023-04-26T16:28:00.000Z,63305.8013
Sarcophagus,0.125316538,1925.003653,14040.21846,60417.23416,2023-04-26T16:28:00.000Z,12531653.83
CheckerChain,0.000523283,1922.178953,14836.66536,57375.18018,2023-04-26T16:28:00.000Z,1098894.02
Genius Yield,0.372194852,1920.60438,14255.15312,53093.3551,2023-04-26T16:28:00.000Z,0
Qawalla,0.299248015,1919.551264,12121.28882,63176.76394,2023-04-26T16:28:00.000Z,29924801.5
Maximus TRIO,0.062733615,1913.504445,13193.07064,57315.6143,2023-04-26T16:28:00.000Z,4367383.211
Ninneko (Mata),8.08E-05,1913.066244,14443.2411,55901.59413,2023-04-26T16:28:00.000Z,0
BabyDoge ETH,6.38E-09,1911.859468,12960.10865,51131.66761,2023-04-26T16:28:00.000Z,0
Shanghai Inu,8.02E-10,1908.989494,12612.516,57963.69869,2023-04-26T16:28:00.000Z,801559.5036
Zynergy,4.80E-06,1906.620618,13337.14527,60988.75239,2023-04-26T16:28:00.000Z,48.01549782
HyperonChain,0.006400619,1900.333056,12669.79194,58844.99517,2023-04-26T16:28:00.000Z,768074.2996
Bitcoin Pay,0.00722263,1896.199757,10568.95911,52406.72027,2023-04-26T16:28:00.000Z,148483.4686
Data Lake,0.010156859,1895.632569,12934.71146,58305.15047,2023-04-26T16:28:00.000Z,76176442.7
Crust Exchange,0.168781277,1895.329899,12713.50023,54023.00635,2023-04-26T16:28:00.000Z,168781.277
Poochain,0.00022223,1892.041719,11944.06605,52235.74979,2023-04-26T16:28:00.000Z,222230.388
CheersLand,0.006957491,1890.802074,14534.82132,54549.01535,2023-04-26T16:28:00.000Z,695749.0513
Wallet Defi,0.452768709,1888.075293,13992.88049,56188.41702,2023-04-26T16:28:00.000Z,0
Bubble DeFi,0.001149388,1880.514363,13311.87066,51922.82119,2023-04-26T16:28:00.000Z,114938.8307
MxmBoxcEus Token,0.01586895,1873.279905,13473.91363,55764.19573,2023-04-26T16:28:00.000Z,158689.4999
NFTmall,0.01064338,1868.458681,12632.00306,59452.53308,2023-04-26T16:28:00.000Z,212867.5917
MetaGods,0.006440718,1864.14374,16282.68611,58906.82713,2023-04-26T16:28:00.000Z,3220359.112
Honor World Token,0.036645013,1863.298377,13506.47952,58676.5778,2023-04-26T16:28:00.000Z,14658005.05
Lox Network,9.90E-05,1862.378938,13250.09538,50830.18095,2023-04-26T16:28:00.000Z,0
HEADLINE,0.010327661,1861.941058,12890.77822,59480.41521,2023-04-26T16:28:00.000Z,258191.5251
Superalgos,0.003778636,1860.902785,14201.84197,58420.50548,2023-04-26T16:28:00.000Z,1889318.17
GhostKidDao,0.006229694,1856.629834,12545.08783,51306.50432,2023-04-26T16:28:00.000Z,0
KodexPay,1.180606362,1851.454307,13054.94902,52083.84708,2023-04-26T16:28:00.000Z,82642445.33
Advantis,2.10E-06,1850.135102,12024.28931,56670.52092,2023-04-26T16:28:00.000Z,1963290.516
Modden,0.006561576,1849.79245,13663.50693,53899.67498,2023-04-26T16:28:00.000Z,153186.5511
SpillWays,0.008079894,1848.391883,12133.11288,60835.13015,2023-04-26T16:28:00.000Z,807989.4318
IjasCoin,1.66E-05,1844.606381,13051.51327,56809.15253,2023-04-26T16:28:00.000Z,423152.3205
Exohood,0.000743121,1842.843847,13540.2063,53583.67254,2023-04-26T16:28:00.000Z,9496449.949
Rizz Inu,0.000182535,1839.402919,12707.25982,53870.10916,2023-04-26T16:28:00.000Z,182534.5967
Baby Bitcoin,1.69E-09,1839.291603,13562.56,59482.11647,2023-04-26T16:28:00.000Z,0
Zeptacoin,0.019738082,1831.353855,12856.50641,55204.43389,2023-04-26T16:28:00.000Z,986904.1223
SHIBA AI,9.33E-10,1828.588043,11575.51925,54657.98256,2023-04-26T16:28:00.000Z,195876.5942
Autumn,0.004849949,1828.271878,13528.12869,54726.30497,2023-04-26T16:28:00.000Z,30807.84705
Earneo,0.017730946,1823.423015,11568.92387,49251.2108,2023-04-26T16:28:00.000Z,11525115.08
Staked NEAR,2.351746666,1822.119336,12694.35525,54967.57988,2023-04-26T16:28:00.000Z,0
Hedge USD,0.993866219,1813.784291,6608.432521,49468.72538,2023-04-26T16:28:00.000Z,0
Social Swap Token,0.004500435,1812.315351,12253.92647,59552.48431,2023-04-26T16:28:00.000Z,4454934.333
REDMARS,7.77E-05,1803.920043,12357.96926,57654.77194,2023-04-26T16:28:00.000Z,19422.96395
Homie Wars,1.08E-05,1801.111468,12662.60813,51449.74674,2023-04-26T16:28:00.000Z,1084987.018
Ushi,5.33E-05,1798.568266,13516.84066,49869.45341,2023-04-26T16:28:00.000Z,1119714.301
Snail Trail,0.002145116,1798.462232,12554.8558,59329.48106,2023-04-26T16:28:00.000Z,0
New Paradigm Assets Solution,0.013602109,1795.981927,12449.81816,50926.98208,2023-04-26T16:28:00.000Z,136021087.1
Derify Protocol,0.148468381,1795.661634,12254.84681,50247.37616,2023-04-26T16:28:00.000Z,14846838.06
Solidray (new),8.33E-05,1795.287364,12281.43056,56713.62447,2023-04-26T16:28:00.000Z,833285.4716
Meme Lordz,0.002621229,1781.19134,13533.19218,54365.68186,2023-04-26T16:28:00.000Z,262122.8958
Pollen Coin,0.041016797,1779.976742,13155.50511,56767.10718,2023-04-26T16:28:00.000Z,41016796.89
GranX Chain,0.006800658,1765.303607,11640.67844,49451.6671,2023-04-26T16:28:00.000Z,20401973.58
Inu Inu,4.20E-05,1764.034166,12219.22381,55025.02856,2023-04-26T16:28:00.000Z,31511.44011
UCROWDME,0.000276888,1763.360399,12300.29596,53673.54698,2023-04-26T16:28:00.000Z,27688.76495
Thought,0.005515778,1760.805143,13379.44998,53383.85658,2023-04-26T16:28:00.000Z,6720270.888
Lucro,2.95E-05,1744.382781,13342.81993,49548.26557,2023-04-26T16:28:00.000Z,2948287.134
Skull Order,0.725849676,1741.642491,12219.52282,47224.80252,2023-04-26T16:28:00.000Z,50809477.31
Chains of War,0.00756912,1741.59623,12912.65298,56153.8964,2023-04-26T16:28:00.000Z,7569119.601
Minifootball,3.26E-11,1739.405902,12328.79905,53256.78301,2023-04-26T16:28:00.000Z,0
Ramestta,0.145014028,1731.644772,12174.45385,54805.75502,2023-04-26T16:28:00.000Z,145014027.9
HedgeTrade,0.076284201,1731.184655,12685.76319,60053.39837,2023-04-26T16:28:00.000Z,76284201.47
Gemlink,0.007456337,1725.473312,13190.63606,51100.1244,2023-04-26T16:28:00.000Z,0
Daylight Protocol,0.136746993,1724.577627,11989.12897,51529.55082,2023-04-26T16:28:00.000Z,240807.8772
Plant Empires,0.000816744,1720.805027,12217.93344,52341.95891,2023-04-26T16:28:00.000Z,2041860.45
Duckie Land,0.019840271,1715.439879,11476.97783,51623.54493,2023-04-26T16:28:00.000Z,1984027.063
Gami Studio,0.003600979,1708.682565,12055.50118,48836.1084,2023-04-26T16:28:00.000Z,5401467.891
Regen Network,0.108244361,1702.182566,12506.42747,54592.19644,2023-04-26T16:28:00.000Z,0
Project CareCoin,0.003670317,1701.838439,12877.57399,53244.64253,2023-04-26T16:28:00.000Z,77076.65532
Matrix Protocol,7.07E-10,1699.505308,11175.94044,48168.12149,2023-04-26T16:28:00.000Z,706933.8815
